date,ramadan_active,pre_ramadan,bayram_period,days_to_ramadan,input_cost_index,input_cost_yoy,tourism_intensity,cpi_index,inflation_yoy,is_weekend,day_of_week
2007-03-19,0,0,0,365,47.25,,0.105,100,,0,0
2007-03-20,0,0,0,365,47.25,,0.105,100,,0,1
2007-03-21,0,0,0,365,47.25,,0.105,100,,0,2
2007-03-22,0,0,0,365,47.25,,0.105,100,,0,3
2007-03-23,0,0,0,365,47.25,,0.105,100,,0,4
2007-03-24,0,0,0,365,47.25,,0.105,100,,1,5
2007-03-25,0,0,0,365,47.25,,0.105,100,,1,6
2007-03-26,0,0,0,365,47.25,,0.105,100,,0,0
2007-03-27,0,0,0,365,47.25,,0.105,100,,0,1
2007-03-28,0,0,0,365,47.25,,0.105,100,,0,2
2007-03-29,0,0,0,365,47.25,,0.105,100,,0,3
2007-03-30,0,0,0,365,47.25,,0.105,100,,0,4
2007-03-31,0,0,0,365,47.25,,0.105,100,,1,5
2007-04-01,0,0,0,365,45.0,,0.21,100,,1,6
2007-04-02,0,0,0,365,45.0,,0.21,100,,0,0
2007-04-03,0,0,0,365,45.0,,0.21,100,,0,1
2007-04-04,0,0,0,365,45.0,,0.21,100,,0,2
2007-04-05,0,0,0,365,45.0,,0.21,100,,0,3
2007-04-06,0,0,0,365,45.0,,0.21,100,,0,4
2007-04-07,0,0,0,365,45.0,,0.21,100,,1,5
2007-04-08,0,0,0,365,45.0,,0.21,100,,1,6
2007-04-09,0,0,0,365,45.0,,0.21,100,,0,0
2007-04-10,0,0,0,365,45.0,,0.21,100,,0,1
2007-04-11,0,0,0,365,45.0,,0.21,100,,0,2
2007-04-12,0,0,0,365,45.0,,0.21,100,,0,3
2007-04-13,0,0,0,365,45.0,,0.21,100,,0,4
2007-04-14,0,0,0,365,45.0,,0.21,100,,1,5
2007-04-15,0,0,0,365,45.0,,0.21,100,,1,6
2007-04-16,0,0,0,365,45.0,,0.21,100,,0,0
2007-04-17,0,0,0,365,45.0,,0.21,100,,0,1
2007-04-18,0,0,0,365,45.0,,0.21,100,,0,2
2007-04-19,0,0,0,365,45.0,,0.21,100,,0,3
2007-04-20,0,0,0,365,45.0,,0.21,100,,0,4
2007-04-21,0,0,0,365,45.0,,0.21,100,,1,5
2007-04-22,0,0,0,365,45.0,,0.21,100,,1,6
2007-04-23,0,0,0,365,45.0,,0.21,100,,0,0
2007-04-24,0,0,0,365,45.0,,0.21,100,,0,1
2007-04-25,0,0,0,365,45.0,,0.21,100,,0,2
2007-04-26,0,0,0,365,45.0,,0.21,100,,0,3
2007-04-27,0,0,0,365,45.0,,0.21,100,,0,4
2007-04-28,0,0,0,365,45.0,,0.21,100,,1,5
2007-04-29,0,0,0,365,45.0,,0.21,100,,1,6
2007-04-30,0,0,0,365,45.0,,0.21,100,,0,0
2007-05-01,0,0,0,365,45.0,,0.385,100,,0,1
2007-05-02,0,0,0,365,45.0,,0.385,100,,0,2
2007-05-03,0,0,0,365,45.0,,0.385,100,,0,3
2007-05-04,0,0,0,365,45.0,,0.385,100,,0,4
2007-05-05,0,0,0,365,45.0,,0.385,100,,1,5
2007-05-06,0,0,0,365,45.0,,0.385,100,,1,6
2007-05-07,0,0,0,365,45.0,,0.385,100,,0,0
2007-05-08,0,0,0,365,45.0,,0.385,100,,0,1
2007-05-09,0,0,0,365,45.0,,0.385,100,,0,2
2007-05-10,0,0,0,365,45.0,,0.385,100,,0,3
2007-05-11,0,0,0,365,45.0,,0.385,100,,0,4
2007-05-12,0,0,0,365,45.0,,0.385,100,,1,5
2007-05-13,0,0,0,365,45.0,,0.385,100,,1,6
2007-05-14,0,0,0,365,45.0,,0.385,100,,0,0
2007-05-15,0,0,0,365,45.0,,0.385,100,,0,1
2007-05-16,0,0,0,365,45.0,,0.385,100,,0,2
2007-05-17,0,0,0,365,45.0,,0.385,100,,0,3
2007-05-18,0,0,0,365,45.0,,0.385,100,,0,4
2007-05-19,0,0,0,365,45.0,,0.385,100,,1,5
2007-05-20,0,0,0,365,45.0,,0.385,100,,1,6
2007-05-21,0,0,0,365,45.0,,0.385,100,,0,0
2007-05-22,0,0,0,365,45.0,,0.385,100,,0,1
2007-05-23,0,0,0,365,45.0,,0.385,100,,0,2
2007-05-24,0,0,0,365,45.0,,0.385,100,,0,3
2007-05-25,0,0,0,365,45.0,,0.385,100,,0,4
2007-05-26,0,0,0,365,45.0,,0.385,100,,1,5
2007-05-27,0,0,0,365,45.0,,0.385,100,,1,6
2007-05-28,0,0,0,365,45.0,,0.385,100,,0,0
2007-05-29,0,0,0,365,45.0,,0.385,100,,0,1
2007-05-30,0,0,0,365,45.0,,0.385,100,,0,2
2007-05-31,0,0,0,365,45.0,,0.385,100,,0,3
2007-06-01,0,0,0,365,45.0,,0.5599999999999999,100,,0,4
2007-06-02,0,0,0,365,45.0,,0.5599999999999999,100,,1,5
2007-06-03,0,0,0,365,45.0,,0.5599999999999999,100,,1,6
2007-06-04,0,0,0,365,45.0,,0.5599999999999999,100,,0,0
2007-06-05,0,0,0,365,45.0,,0.5599999999999999,100,,0,1
2007-06-06,0,0,0,365,45.0,,0.5599999999999999,100,,0,2
2007-06-07,0,0,0,365,45.0,,0.5599999999999999,100,,0,3
2007-06-08,0,0,0,365,45.0,,0.5599999999999999,100,,0,4
2007-06-09,0,0,0,365,45.0,,0.5599999999999999,100,,1,5
2007-06-10,0,0,0,365,45.0,,0.5599999999999999,100,,1,6
2007-06-11,0,0,0,365,45.0,,0.5599999999999999,100,,0,0
2007-06-12,0,0,0,365,45.0,,0.5599999999999999,100,,0,1
2007-06-13,0,0,0,365,45.0,,0.5599999999999999,100,,0,2
2007-06-14,0,0,0,365,45.0,,0.5599999999999999,100,,0,3
2007-06-15,0,0,0,365,45.0,,0.5599999999999999,100,,0,4
2007-06-16,0,0,0,365,45.0,,0.5599999999999999,100,,1,5
2007-06-17,0,0,0,365,45.0,,0.5599999999999999,100,,1,6
2007-06-18,0,0,0,365,45.0,,0.5599999999999999,100,,0,0
2007-06-19,0,0,0,365,45.0,,0.5599999999999999,100,,0,1
2007-06-20,0,0,0,365,45.0,,0.5599999999999999,100,,0,2
2007-06-21,0,0,0,365,45.0,,0.5599999999999999,100,,0,3
2007-06-22,0,0,0,365,45.0,,0.5599999999999999,100,,0,4
2007-06-23,0,0,0,365,45.0,,0.5599999999999999,100,,1,5
2007-06-24,0,0,0,365,45.0,,0.5599999999999999,100,,1,6
2007-06-25,0,0,0,365,45.0,,0.5599999999999999,100,,0,0
2007-06-26,0,0,0,365,45.0,,0.5599999999999999,100,,0,1
2007-06-27,0,0,0,365,45.0,,0.5599999999999999,100,,0,2
2007-06-28,0,0,0,365,45.0,,0.5599999999999999,100,,0,3
2007-06-29,0,0,0,365,45.0,,0.5599999999999999,100,,0,4
2007-06-30,0,0,0,365,45.0,,0.5599999999999999,100,,1,5
2007-07-01,0,0,0,365,45.0,,0.7,100,,1,6
2007-07-02,0,0,0,365,45.0,,0.7,100,,0,0
2007-07-03,0,0,0,365,45.0,,0.7,100,,0,1
2007-07-04,0,0,0,365,45.0,,0.7,100,,0,2
2007-07-05,0,0,0,365,45.0,,0.7,100,,0,3
2007-07-06,0,0,0,365,45.0,,0.7,100,,0,4
2007-07-07,0,0,0,365,45.0,,0.7,100,,1,5
2007-07-08,0,0,0,365,45.0,,0.7,100,,1,6
2007-07-09,0,0,0,365,45.0,,0.7,100,,0,0
2007-07-10,0,0,0,365,45.0,,0.7,100,,0,1
2007-07-11,0,0,0,365,45.0,,0.7,100,,0,2
2007-07-12,0,0,0,365,45.0,,0.7,100,,0,3
2007-07-13,0,0,0,365,45.0,,0.7,100,,0,4
2007-07-14,0,0,0,365,45.0,,0.7,100,,1,5
2007-07-15,0,0,0,60,45.0,,0.7,100,,1,6
2007-07-16,0,0,0,59,45.0,,0.7,100,,0,0
2007-07-17,0,0,0,58,45.0,,0.7,100,,0,1
2007-07-18,0,0,0,57,45.0,,0.7,100,,0,2
2007-07-19,0,0,0,56,45.0,,0.7,100,,0,3
2007-07-20,0,0,0,55,45.0,,0.7,100,,0,4
2007-07-21,0,0,0,54,45.0,,0.7,100,,1,5
2007-07-22,0,0,0,53,45.0,,0.7,100,,1,6
2007-07-23,0,0,0,52,45.0,,0.7,100,,0,0
2007-07-24,0,0,0,51,45.0,,0.7,100,,0,1
2007-07-25,0,0,0,50,45.0,,0.7,100,,0,2
2007-07-26,0,0,0,49,45.0,,0.7,100,,0,3
2007-07-27,0,0,0,48,45.0,,0.7,100,,0,4
2007-07-28,0,0,0,47,45.0,,0.7,100,,1,5
2007-07-29,0,0,0,46,45.0,,0.7,100,,1,6
2007-07-30,0,0,0,45,45.0,,0.7,100,,0,0
2007-07-31,0,0,0,44,45.0,,0.7,100,,0,1
2007-08-01,0,0,0,43,45.0,,0.6649999999999999,100,,0,2
2007-08-02,0,0,0,42,45.0,,0.6649999999999999,100,,0,3
2007-08-03,0,0,0,41,45.0,,0.6649999999999999,100,,0,4
2007-08-04,0,0,0,40,45.0,,0.6649999999999999,100,,1,5
2007-08-05,0,0,0,39,45.0,,0.6649999999999999,100,,1,6
2007-08-06,0,0,0,38,45.0,,0.6649999999999999,100,,0,0
2007-08-07,0,0,0,37,45.0,,0.6649999999999999,100,,0,1
2007-08-08,0,0,0,36,45.0,,0.6649999999999999,100,,0,2
2007-08-09,0,0,0,35,45.0,,0.6649999999999999,100,,0,3
2007-08-10,0,0,0,34,45.0,,0.6649999999999999,100,,0,4
2007-08-11,0,0,0,33,45.0,,0.6649999999999999,100,,1,5
2007-08-12,0,0,0,32,45.0,,0.6649999999999999,100,,1,6
2007-08-13,0,0,0,31,45.0,,0.6649999999999999,100,,0,0
2007-08-14,0,0,0,30,45.0,,0.6649999999999999,100,,0,1
2007-08-15,0,0,0,29,45.0,,0.6649999999999999,100,,0,2
2007-08-16,0,0,0,28,45.0,,0.6649999999999999,100,,0,3
2007-08-17,0,0,0,27,45.0,,0.6649999999999999,100,,0,4
2007-08-18,0,0,0,26,45.0,,0.6649999999999999,100,,1,5
2007-08-19,0,0,0,25,45.0,,0.6649999999999999,100,,1,6
2007-08-20,0,0,0,24,45.0,,0.6649999999999999,100,,0,0
2007-08-21,0,0,0,23,45.0,,0.6649999999999999,100,,0,1
2007-08-22,0,0,0,22,45.0,,0.6649999999999999,100,,0,2
2007-08-23,0,0,0,21,45.0,,0.6649999999999999,100,,0,3
2007-08-24,0,0,0,20,45.0,,0.6649999999999999,100,,0,4
2007-08-25,0,0,0,19,45.0,,0.6649999999999999,100,,1,5
2007-08-26,0,0,0,18,45.0,,0.6649999999999999,100,,1,6
2007-08-27,0,0,0,17,45.0,,0.6649999999999999,100,,0,0
2007-08-28,0,0,0,16,45.0,,0.6649999999999999,100,,0,1
2007-08-29,0,0,0,15,45.0,,0.6649999999999999,100,,0,2
2007-08-30,0,0,0,14,45.0,,0.6649999999999999,100,,0,3
2007-08-31,0,0,0,13,45.0,,0.6649999999999999,100,,0,4
2007-09-01,0,0,0,12,45.0,,0.5249999999999999,100,,1,5
2007-09-02,0,0,0,11,45.0,,0.5249999999999999,100,,1,6
2007-09-03,0,0,0,10,45.0,,0.5249999999999999,100,,0,0
2007-09-04,0,0,0,9,45.0,,0.5249999999999999,100,,0,1
2007-09-05,0,0,0,8,45.0,,0.5249999999999999,100,,0,2
2007-09-06,0,1,0,7,45.0,,0.5249999999999999,100,,0,3
2007-09-07,0,1,0,6,45.0,,0.5249999999999999,100,,0,4
2007-09-08,0,1,0,5,45.0,,0.5249999999999999,100,,1,5
2007-09-09,0,1,0,4,45.0,,0.5249999999999999,100,,1,6
2007-09-10,0,1,0,3,45.0,,0.5249999999999999,100,,0,0
2007-09-11,0,1,0,2,45.0,,0.5249999999999999,100,,0,1
2007-09-12,0,1,0,1,45.0,,0.5249999999999999,100,,0,2
2007-09-13,1,0,0,0,45.0,,0.5249999999999999,100,,0,3
2007-09-14,1,0,0,365,45.0,,0.5249999999999999,100,,0,4
2007-09-15,1,0,0,365,45.0,,0.5249999999999999,100,,1,5
2007-09-16,1,0,0,365,45.0,,0.5249999999999999,100,,1,6
2007-09-17,1,0,0,365,45.0,,0.5249999999999999,100,,0,0
2007-09-18,1,0,0,365,45.0,,0.5249999999999999,100,,0,1
2007-09-19,1,0,0,365,45.0,,0.5249999999999999,100,,0,2
2007-09-20,1,0,0,365,45.0,,0.5249999999999999,100,,0,3
2007-09-21,1,0,0,365,45.0,,0.5249999999999999,100,,0,4
2007-09-22,1,0,0,365,45.0,,0.5249999999999999,100,,1,5
2007-09-23,1,0,0,365,45.0,,0.5249999999999999,100,,1,6
2007-09-24,1,0,0,365,45.0,,0.5249999999999999,100,,0,0
2007-09-25,1,0,0,365,45.0,,0.5249999999999999,100,,0,1
2007-09-26,1,0,0,365,45.0,,0.5249999999999999,100,,0,2
2007-09-27,1,0,0,365,45.0,,0.5249999999999999,100,,0,3
2007-09-28,1,0,0,365,45.0,,0.5249999999999999,100,,0,4
2007-09-29,1,0,0,365,45.0,,0.5249999999999999,100,,1,5
2007-09-30,1,0,0,365,45.0,,0.5249999999999999,100,,1,6
2007-10-01,1,0,0,365,45.0,,0.315,100,,0,0
2007-10-02,1,0,0,365,45.0,,0.315,100,,0,1
2007-10-03,1,0,0,365,45.0,,0.315,100,,0,2
2007-10-04,1,0,0,365,45.0,,0.315,100,,0,3
2007-10-05,1,0,0,365,45.0,,0.315,100,,0,4
2007-10-06,1,0,0,365,45.0,,0.315,100,,1,5
2007-10-07,1,0,0,365,45.0,,0.315,100,,1,6
2007-10-08,1,0,0,365,45.0,,0.315,100,,0,0
2007-10-09,1,0,0,365,45.0,,0.315,100,,0,1
2007-10-10,1,0,0,365,45.0,,0.315,100,,0,2
2007-10-11,1,0,0,365,45.0,,0.315,100,,0,3
2007-10-12,1,0,0,365,45.0,,0.315,100,,0,4
2007-10-13,0,0,1,365,45.0,,0.315,100,,1,5
2007-10-14,0,0,1,365,45.0,,0.315,100,,1,6
2007-10-15,0,0,1,365,45.0,,0.315,100,,0,0
2007-10-16,0,0,0,365,45.0,,0.315,100,,0,1
2007-10-17,0,0,0,365,45.0,,0.315,100,,0,2
2007-10-18,0,0,0,365,45.0,,0.315,100,,0,3
2007-10-19,0,0,0,365,45.0,,0.315,100,,0,4
2007-10-20,0,0,0,365,45.0,,0.315,100,,1,5
2007-10-21,0,0,0,365,45.0,,0.315,100,,1,6
2007-10-22,0,0,0,365,45.0,,0.315,100,,0,0
2007-10-23,0,0,0,365,45.0,,0.315,100,,0,1
2007-10-24,0,0,0,365,45.0,,0.315,100,,0,2
2007-10-25,0,0,0,365,45.0,,0.315,100,,0,3
2007-10-26,0,0,0,365,45.0,,0.315,100,,0,4
2007-10-27,0,0,0,365,45.0,,0.315,100,,1,5
2007-10-28,0,0,0,365,45.0,,0.315,100,,1,6
2007-10-29,0,0,0,365,45.0,,0.315,100,,0,0
2007-10-30,0,0,0,365,45.0,,0.315,100,,0,1
2007-10-31,0,0,0,365,45.0,,0.315,100,,0,2
2007-11-01,0,0,0,365,45.0,,0.105,100,,0,3
2007-11-02,0,0,0,365,45.0,,0.105,100,,0,4
2007-11-03,0,0,0,365,45.0,,0.105,100,,1,5
2007-11-04,0,0,0,365,45.0,,0.105,100,,1,6
2007-11-05,0,0,0,365,45.0,,0.105,100,,0,0
2007-11-06,0,0,0,365,45.0,,0.105,100,,0,1
2007-11-07,0,0,0,365,45.0,,0.105,100,,0,2
2007-11-08,0,0,0,365,45.0,,0.105,100,,0,3
2007-11-09,0,0,0,365,45.0,,0.105,100,,0,4
2007-11-10,0,0,0,365,45.0,,0.105,100,,1,5
2007-11-11,0,0,0,365,45.0,,0.105,100,,1,6
2007-11-12,0,0,0,365,45.0,,0.105,100,,0,0
2007-11-13,0,0,0,365,45.0,,0.105,100,,0,1
2007-11-14,0,0,0,365,45.0,,0.105,100,,0,2
2007-11-15,0,0,0,365,45.0,,0.105,100,,0,3
2007-11-16,0,0,0,365,45.0,,0.105,100,,0,4
2007-11-17,0,0,0,365,45.0,,0.105,100,,1,5
2007-11-18,0,0,0,365,45.0,,0.105,100,,1,6
2007-11-19,0,0,0,365,45.0,,0.105,100,,0,0
2007-11-20,0,0,0,365,45.0,,0.105,100,,0,1
2007-11-21,0,0,0,365,45.0,,0.105,100,,0,2
2007-11-22,0,0,0,365,45.0,,0.105,100,,0,3
2007-11-23,0,0,0,365,45.0,,0.105,100,,0,4
2007-11-24,0,0,0,365,45.0,,0.105,100,,1,5
2007-11-25,0,0,0,365,45.0,,0.105,100,,1,6
2007-11-26,0,0,0,365,45.0,,0.105,100,,0,0
2007-11-27,0,0,0,365,45.0,,0.105,100,,0,1
2007-11-28,0,0,0,365,45.0,,0.105,100,,0,2
2007-11-29,0,0,0,365,45.0,,0.105,100,,0,3
2007-11-30,0,0,0,365,45.0,,0.105,100,,0,4
2007-12-01,0,0,0,365,45.0,,0.06999999999999999,100,,1,5
2007-12-02,0,0,0,365,45.0,,0.06999999999999999,100,,1,6
2007-12-03,0,0,0,365,45.0,,0.06999999999999999,100,,0,0
2007-12-04,0,0,0,365,45.0,,0.06999999999999999,100,,0,1
2007-12-05,0,0,0,365,45.0,,0.06999999999999999,100,,0,2
2007-12-06,0,0,0,365,45.0,,0.06999999999999999,100,,0,3
2007-12-07,0,0,0,365,45.0,,0.06999999999999999,100,,0,4
2007-12-08,0,0,0,365,45.0,,0.06999999999999999,100,,1,5
2007-12-09,0,0,0,365,45.0,,0.06999999999999999,100,,1,6
2007-12-10,0,0,0,365,45.0,,0.06999999999999999,100,,0,0
2007-12-11,0,0,0,365,45.0,,0.06999999999999999,100,,0,1
2007-12-12,0,0,0,365,45.0,,0.06999999999999999,100,,0,2
2007-12-13,0,0,0,365,45.0,,0.06999999999999999,100,,0,3
2007-12-14,0,0,0,365,45.0,,0.06999999999999999,100,,0,4
2007-12-15,0,0,0,365,45.0,,0.06999999999999999,100,,1,5
2007-12-16,0,0,0,365,45.0,,0.06999999999999999,100,,1,6
2007-12-17,0,0,0,365,45.0,,0.06999999999999999,100,,0,0
2007-12-18,0,0,0,365,45.0,,0.06999999999999999,100,,0,1
2007-12-19,0,0,0,365,45.0,,0.06999999999999999,100,,0,2
2007-12-20,0,0,0,365,45.0,,0.06999999999999999,100,,0,3
2007-12-21,0,0,0,365,45.0,,0.06999999999999999,100,,0,4
2007-12-22,0,0,0,365,45.0,,0.06999999999999999,100,,1,5
2007-12-23,0,0,0,365,45.0,,0.06999999999999999,100,,1,6
2007-12-24,0,0,0,365,45.0,,0.06999999999999999,100,,0,0
2007-12-25,0,0,0,365,45.0,,0.06999999999999999,100,,0,1
2007-12-26,0,0,0,365,45.0,,0.06999999999999999,100,,0,2
2007-12-27,0,0,0,365,45.0,,0.06999999999999999,100,,0,3
2007-12-28,0,0,0,365,45.0,,0.06999999999999999,100,,0,4
2007-12-29,0,0,0,365,45.0,,0.06999999999999999,100,,1,5
2007-12-30,0,0,0,365,45.0,,0.06999999999999999,100,,1,6
2007-12-31,0,0,0,365,45.0,,0.06999999999999999,100,,0,0
2008-01-01,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,1
2008-01-02,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,2
2008-01-03,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,3
2008-01-04,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,4
2008-01-05,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,1,5
2008-01-06,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,1,6
2008-01-07,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,0
2008-01-08,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,1
2008-01-09,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,2
2008-01-10,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,3
2008-01-11,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,4
2008-01-12,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,1,5
2008-01-13,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,1,6
2008-01-14,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,0
2008-01-15,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,1
2008-01-16,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,2
2008-01-17,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,3
2008-01-18,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,4
2008-01-19,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,1,5
2008-01-20,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,1,6
2008-01-21,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,0
2008-01-22,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,1
2008-01-23,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,2
2008-01-24,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,3
2008-01-25,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,4
2008-01-26,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,1,5
2008-01-27,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,1,6
2008-01-28,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,0
2008-01-29,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,1
2008-01-30,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,2
2008-01-31,0,0,0,365,54.6,0.15555555555555567,0.07157894736842106,110,0.10000000000000009,0,3
